update,grad_norm,clipped,loss,cls,box,quality,depth,num_pos,gate_rate,temp_gate_absmean,bank_slots,temporal_active,bank_resets,grad_backbone,grad_head
219,41.8394,1,19.3976,5.7151,8.1513,5.0250,0.5061,12,1.000,0.00071,4,4/4,10,18.7532,37.4012
220,36.3186,1,18.9838,6.3787,7.2541,4.6312,0.7198,13,0.846,0.00071,4,4/4,10,23.5539,27.6451
221,33.9566,1,18.1245,5.7262,7.4352,4.4720,0.4912,13,0.846,0.00070,4,4/4,10,18.2142,28.6582
222,36.4747,1,18.0550,5.9068,7.1024,4.5293,0.5165,13,0.923,0.00070,4,4/4,10,16.0792,32.7393
223,32.7371,1,18.3472,5.7301,7.3614,4.7593,0.4964,14,1.000,0.00070,4,4/4,10,13.4478,29.8476
224,32.7207,1,19.0489,5.8974,7.8143,4.8028,0.5344,15,1.000,0.00070,4,4/4,10,19.1293,26.5465
225,50.4061,1,16.5621,5.8942,5.7920,4.2897,0.5862,14,0.929,0.00069,4,4/4,12,24.4260,44.0924
226,41.1683,1,17.5520,5.5551,6.6069,4.8235,0.5665,14,1.000,0.00070,4,4/4,12,18.8147,36.6174
227,41.6786,1,16.5741,5.9446,5.7574,4.1842,0.6880,15,0.867,0.00070,4,4/4,12,17.9251,37.6271
228,47.5331,1,17.2335,5.7475,6.3608,4.5424,0.5827,15,1.000,0.00070,4,4/4,12,18.6908,43.7041
229,42.8805,1,17.2203,5.9388,6.3447,4.3701,0.5667,15,0.933,0.00070,4,4/4,12,23.1916,36.0678
230,46.9067,1,17.2158,5.8856,6.3242,4.4286,0.5774,15,1.000,0.00070,4,4/4,12,28.7028,37.0998
231,53.0110,1,17.3201,5.8824,6.3810,4.4526,0.6041,15,1.000,0.00070,4,4/4,12,22.5369,47.9818
232,41.8707,1,16.3609,5.8850,5.8182,4.0466,0.6111,15,0.933,0.00070,4,4/4,12,17.6875,37.9514
233,42.9083,1,16.5399,5.9255,5.9462,4.0738,0.5945,15,0.933,0.00070,4,4/4,12,18.3345,38.7939
234,45.9269,1,17.0173,5.9804,6.2506,4.1788,0.6075,14,0.929,0.00070,4,4/4,12,22.5545,40.0072
235,33.7326,1,17.2808,5.5209,6.8365,4.3568,0.5666,14,1.000,0.00070,4,4/4,12,12.6634,31.2654
236,34.2210,1,17.1747,5.5312,6.6715,4.4122,0.5597,14,1.000,0.00070,4,4/4,12,16.3436,30.0659
237,30.7575,1,17.1821,5.6314,6.6647,4.3039,0.5822,14,1.000,0.00070,4,4/4,12,12.3085,28.1874
238,45.2766,1,18.3274,5.7987,7.0421,4.4675,1.0191,14,1.000,0.00070,4,4/4,12,34.2469,29.6162
239,33.8924,1,16.6846,5.5238,6.4029,4.1957,0.5622,14,1.000,0.00070,4,4/4,12,16.9431,29.3534
240,43.8079,1,16.6062,5.6007,6.2590,4.1600,0.5866,14,1.000,0.00070,4,4/4,12,17.8104,40.0240
241,41.0642,1,17.0102,5.4895,6.8461,4.1431,0.5314,13,1.000,0.00070,4,4/4,12,16.2655,37.7055
242,40.9608,1,16.2769,6.0167,5.9136,3.7771,0.5695,13,0.769,0.00069,4,4/4,12,17.7575,36.9115
243,48.4232,1,16.9414,6.0748,6.3662,3.9448,0.5556,13,0.769,0.00069,4,4/4,12,14.5468,46.1865
244,38.1808,1,17.2832,5.2646,6.9624,4.2103,0.8459,13,1.000,0.00070,4,4/4,12,19.8676,32.6044
245,41.5218,1,17.1181,5.3212,7.0918,4.1902,0.5150,13,1.000,0.00070,4,4/4,12,13.6757,39.2050
246,38.3436,1,16.9488,5.3657,6.9887,4.0644,0.5300,13,1.000,0.00070,4,4/4,12,17.9948,33.8589
247,33.1917,1,16.8096,5.5204,6.6659,4.1240,0.4992,13,1.000,0.00070,4,4/4,12,19.3189,26.9902
248,42.5432,1,17.0324,5.5080,6.8168,4.1786,0.5290,13,1.000,0.00070,4,4/4,12,31.8782,28.1728
249,41.1214,1,17.2223,5.1605,7.2071,4.3298,0.5249,13,1.000,0.00070,4,4/4,12,31.5019,26.4311
250,38.4419,1,16.9511,5.2468,6.7973,4.3646,0.5424,14,1.000,0.00070,4,4/4,12,25.6879,28.5991
251,38.1527,1,16.0666,5.0402,6.3703,4.1412,0.5149,14,1.000,0.00069,4,4/4,12,13.0335,35.8574
252,38.3617,1,16.0501,4.9315,6.3022,4.2805,0.5358,14,1.000,0.00069,4,4/4,12,12.8816,36.1343
253,36.0982,1,16.1638,4.9879,6.3646,4.2534,0.5579,14,0.929,0.00070,4,4/4,12,12.6378,33.8137
254,42.4960,1,15.8896,4.9103,6.4448,4.0137,0.5208,14,1.000,0.00070,4,4/4,12,13.4450,40.3130
255,33.4846,1,16.5912,5.1246,6.6841,4.2503,0.5322,14,1.000,0.00071,4,4/4,12,14.2432,30.3042
256,38.0830,1,16.8732,5.5929,6.5530,4.0166,0.7107,15,0.867,0.00072,4,4/4,12,16.9966,34.0798
257,37.9399,1,16.3005,5.3108,6.4677,4.0142,0.5078,15,0.867,0.00072,4,4/4,12,22.0702,30.8601
258,47.6793,1,16.4252,5.4611,6.2832,4.1472,0.5338,14,0.929,0.00073,4,4/4,12,16.7818,44.6284
259,51.9905,1,16.6651,5.1869,6.8032,4.2041,0.4708,13,1.000,0.00073,4,4/4,12,12.0280,50.5801
260,46.6844,1,17.7467,5.7136,6.9972,4.5005,0.5354,13,1.000,0.00074,4,4/4,12,22.4239,40.9464
261,51.8216,1,16.7596,5.2564,6.8078,4.1924,0.5030,11,1.000,0.00075,4,4/4,13,30.2103,42.1048
262,43.8041,1,17.8938,5.2416,7.6506,4.4481,0.5535,11,1.000,0.00075,4,4/4,13,26.6483,34.7659
263,49.6369,1,18.4637,5.5525,7.8064,4.2355,0.8694,11,1.000,0.00076,4,4/4,13,25.7828,42.4154
264,44.8951,1,18.0493,5.6865,7.4407,4.3682,0.5539,11,1.000,0.00077,4,4/4,13,19.5719,40.4043
265,44.8169,1,18.1753,6.0435,7.2547,3.9893,0.8879,10,1.000,0.00077,4,4/4,13,29.7015,33.5615
266,41.5466,1,17.4209,4.9837,7.5107,4.4187,0.5078,10,1.000,0.00078,4,4/4,13,18.1129,37.3904
267,51.8027,1,18.3126,5.8211,7.4127,4.3121,0.7667,10,1.000,0.00078,4,4/4,13,20.1698,47.7147
268,40.6893,1,17.0543,5.2429,7.0257,4.2397,0.5460,10,1.000,0.00079,4,4/4,13,26.8292,30.5911
269,42.3672,1,17.4357,5.3536,7.2194,4.3485,0.5143,10,1.000,0.00079,4,4/4,13,22.7312,35.7529
270,45.0730,1,17.9312,5.2690,7.7596,4.3916,0.5110,10,1.000,0.00079,4,4/4,13,22.3257,39.1553
271,48.4279,1,18.9133,5.3501,8.3629,4.6745,0.5258,10,1.000,0.00080,4,4/4,13,27.8009,39.6531
272,41.7628,1,17.7854,5.5888,7.4154,4.2579,0.5233,11,0.909,0.00079,4,4/4,13,27.7596,31.2015
273,46.8646,1,19.7787,5.2448,8.8402,5.1194,0.5742,8,1.000,0.00079,4,3/4,14,23.6472,40.4611
274,55.7906,1,18.2856,5.0082,8.2679,4.4708,0.5387,8,1.000,0.00078,4,4/4,14,25.7793,49.4774
275,47.0809,1,18.4461,5.2397,8.1569,4.4802,0.5693,8,1.000,0.00078,4,4/4,14,28.4838,37.4871
276,43.9881,1,18.5155,6.1948,7.8119,3.9214,0.5874,8,0.875,0.00077,4,4/4,14,29.4741,32.6532
277,46.6715,1,18.4587,5.1057,8.2709,4.5327,0.5494,8,1.000,0.00077,4,4/4,14,21.2739,41.5410
278,50.3057,1,19.1757,5.1682,9.0380,4.4163,0.5532,8,1.000,0.00077,4,4/4,14,22.7915,44.8465
279,56.8610,1,19.1340,5.0553,9.0743,4.4460,0.5584,7,1.000,0.00076,4,3/4,15,32.9208,46.3615
280,61.6447,1,18.2460,6.4759,7.7700,3.3846,0.6154,7,0.714,0.00076,4,4/4,15,48.6375,37.8744
281,61.3702,1,19.3327,5.6541,8.3883,4.7054,0.5849,7,0.857,0.00075,4,4/4,15,28.4465,54.3792
282,52.5241,1,19.0093,4.9009,8.5278,5.0330,0.5476,7,1.000,0.00075,4,4/4,15,27.4191,44.7993
283,55.5625,1,20.1163,6.6346,8.3953,4.4617,0.6248,7,0.714,0.00074,4,4/4,15,37.3829,41.1061
284,61.8237,1,16.8125,5.3359,6.8558,4.1051,0.5156,6,1.000,0.00074,4,4/4,15,26.4900,55.8610
285,61.6297,1,17.2565,5.0531,7.4305,4.2609,0.5119,6,1.000,0.00074,4,4/4,15,22.9965,57.1785
286,50.9016,1,19.2810,5.5859,8.7625,4.4338,0.4987,6,1.000,0.00073,4,4/4,15,25.4480,44.0837
287,70.6652,1,18.3251,6.3264,7.5744,3.8737,0.5506,6,0.667,0.00073,4,4/4,15,40.7563,57.7278
288,65.0259,1,17.5265,7.1164,6.5463,3.2527,0.6111,6,0.667,0.00073,4,4/4,15,41.3000,50.2262
289,69.5944,1,16.1775,6.8362,5.8323,2.9349,0.5740,6,0.833,0.00072,4,4/4,15,57.5208,39.1757
290,55.7106,1,18.3749,5.8940,7.9283,4.0497,0.5030,6,1.000,0.00072,4,4/4,15,30.6111,46.5471
291,59.3579,1,17.9805,6.4838,7.2371,3.6934,0.5662,6,0.833,0.00071,4,4/4,15,37.1722,46.2773
292,63.2244,1,17.0550,5.3872,7.0778,4.0844,0.5057,6,1.000,0.00070,4,4/4,15,34.2273,53.1584
293,71.2791,1,18.1347,5.5829,7.6470,4.4137,0.4910,6,1.000,0.00069,4,4/4,15,42.4605,57.2522
294,64.4098,1,17.4730,5.4199,6.9712,4.6316,0.4502,7,1.000,0.00069,4,4/4,15,36.7189,52.9183
295,85.1941,1,18.6057,6.0359,7.5521,4.5179,0.4998,7,1.000,0.00069,4,4/4,15,29.0757,80.0789
296,63.7733,1,17.0602,6.0353,6.4053,4.1487,0.4709,7,0.714,0.00068,4,4/4,15,35.6932,52.8491
297,56.1062,1,16.0971,5.6078,5.8878,4.1287,0.4727,6,1.000,0.00068,4,4/4,15,26.1150,49.6580
298,53.4190,1,16.3348,5.7974,5.6942,4.3646,0.4786,6,1.000,0.00068,4,4/4,15,25.5902,46.8906
299,68.7615,1,16.1161,5.7546,5.7873,4.0919,0.4821,6,1.000,0.00068,4,4/4,15,45.0637,51.9366
300,82.8177,1,17.8691,5.6448,7.5889,4.1511,0.4844,5,1.000,0.00069,4,4/4,17,45.7256,69.0502
301,60.6042,1,19.0463,5.5084,8.3488,4.4630,0.7261,5,1.000,0.00069,4,4/4,17,33.5627,50.4620
302,67.8483,1,19.4901,5.1350,9.1759,4.6354,0.5438,5,1.000,0.00069,4,4/4,17,34.3750,58.4958
303,52.6869,1,19.9677,5.2957,9.5619,4.6242,0.4858,5,1.000,0.00069,4,4/4,17,27.2077,45.1182
304,77.7259,1,19.5077,6.2771,8.4181,4.1293,0.6832,5,0.800,0.00068,4,4/4,17,56.9505,52.8957
305,68.1383,1,19.7678,5.6791,8.9370,4.3818,0.7699,5,1.000,0.00069,4,4/4,17,42.9884,52.8661
306,52.5124,1,18.5706,4.9301,8.7031,4.3949,0.5425,5,1.000,0.00069,4,4/4,17,25.2991,46.0164
307,57.7070,1,16.9269,5.5389,6.8099,4.0565,0.5215,5,1.000,0.00070,4,4/4,17,32.6843,47.5588
308,76.3704,1,19.4020,5.9051,8.2578,4.6289,0.6102,5,1.000,0.00071,4,4/4,17,39.8520,65.1480
309,75.8534,1,19.5070,5.0107,9.3254,4.6381,0.5328,5,1.000,0.00071,4,4/4,17,36.8126,66.3217
310,86.5901,1,19.9066,6.2443,8.8266,4.0868,0.7489,5,0.800,0.00071,4,4/4,17,39.6304,76.9889
311,71.2362,1,18.9616,6.0550,8.5056,3.8531,0.5479,5,0.800,0.00071,4,4/4,17,35.6064,61.6991
312,59.5178,1,18.6249,7.5428,7.0029,3.2422,0.8370,7,0.857,0.00070,4,4/4,17,43.2609,40.8761
313,46.3816,1,18.2975,5.4889,8.1156,4.1945,0.4985,7,1.000,0.00070,4,4/4,17,25.5686,38.6976
314,52.4773,1,17.3826,5.4200,6.9405,4.4841,0.5380,11,1.000,0.00069,4,3/4,18,30.1520,42.9502
315,57.9251,1,17.8122,5.4396,7.3007,4.4881,0.5837,11,1.000,0.00069,4,3/4,19,20.8578,54.0395
316,61.1624,1,18.0106,5.5997,7.3061,4.5513,0.5535,11,1.000,0.00069,4,4/4,19,28.9879,53.8566
317,65.4165,1,17.6309,5.5978,7.0739,4.3906,0.5687,11,1.000,0.00068,4,4/4,19,27.8990,59.1689
318,61.6202,1,18.0216,6.8681,6.4071,3.9250,0.8213,11,0.818,0.00068,4,4/4,19,28.3672,54.7024
319,67.1268,1,19.7320,6.1413,7.9812,5.0164,0.5931,11,0.909,0.00068,4,4/4,19,22.7096,63.1686
320,52.4598,1,19.0114,5.4681,7.9838,4.9890,0.5704,11,1.000,0.00068,4,4/4,19,26.7361,45.1355
321,53.7776,1,18.6077,5.6873,7.5601,4.8047,0.5556,11,1.000,0.00067,4,4/4,19,22.6731,48.7643
322,52.2511,1,17.2323,6.4181,6.4106,3.7649,0.6386,11,0.727,0.00067,4,4/4,19,38.6957,35.1115
323,39.6643,1,18.4892,6.1376,7.1427,4.6610,0.5480,12,0.917,0.00066,4,4/4,19,21.6355,33.2439
324,36.0498,1,17.6716,5.9895,6.5287,4.5933,0.5601,12,0.917,0.00066,4,4/4,19,21.0926,29.2351
325,39.8612,1,18.1230,6.4071,6.4997,4.5035,0.7128,12,0.833,0.00065,4,4/4,19,23.3825,32.2827
326,40.8735,1,18.3051,5.8505,6.7929,5.0174,0.6442,12,0.917,0.00064,4,4/4,19,21.7033,34.6354
327,36.8292,1,18.5737,5.8016,7.0079,5.0539,0.7103,12,0.917,0.00063,4,4/4,19,17.8179,32.2322
328,42.7063,1,15.9564,5.0213,6.0887,4.2891,0.5573,12,0.917,0.00062,4,4/4,19,22.2101,36.4765
329,42.4728,1,16.8756,5.2235,6.4878,4.6031,0.5613,12,1.000,0.00062,4,4/4,19,19.7353,37.6093
330,41.3264,1,16.2804,4.9433,6.3849,4.4319,0.5203,11,1.000,0.00061,4,4/4,19,31.5397,26.7042
331,46.9474,1,15.2814,4.5152,5.8540,4.3827,0.5296,11,1.000,0.00061,4,4/4,19,18.5602,43.1228
332,36.0656,1,15.9826,5.0445,5.9538,4.3898,0.5945,12,0.917,0.00061,4,4/4,19,20.1117,29.9374
333,34.8697,1,15.1805,5.2393,5.3435,3.9147,0.6830,12,0.917,0.00061,4,4/4,19,14.1469,31.8710
334,40.8065,1,15.8612,4.8677,6.1874,4.2738,0.5324,12,1.000,0.00061,4,4/4,19,19.0756,36.0734
335,47.9149,1,16.6426,4.8809,6.6244,4.5285,0.6088,12,1.000,0.00060,4,4/4,19,18.6494,44.1365
336,50.1690,1,16.5065,4.5332,6.8418,4.6192,0.5124,12,1.000,0.00061,4,4/4,19,28.1269,41.5428
337,45.8020,1,15.5709,4.3533,6.2548,4.4449,0.5179,12,1.000,0.00061,4,4/4,19,15.1242,43.2328
338,49.3041,1,15.1555,4.3147,5.9230,4.3275,0.5902,12,1.000,0.00061,4,4/4,19,18.8007,45.5788
339,52.2935,1,15.4475,4.5745,5.8904,4.4641,0.5184,13,1.000,0.00061,4,4/4,19,16.5383,49.6094
340,49.0260,1,16.2324,4.7931,6.2640,4.6134,0.5619,14,1.000,0.00061,4,4/4,19,24.2004,42.6367
341,46.4758,1,16.4213,4.5974,6.6583,4.6446,0.5211,14,1.000,0.00062,4,4/4,19,23.9109,39.8531
342,37.2593,1,15.4876,4.4194,6.1354,4.4206,0.5121,14,1.000,0.00062,4,4/4,19,16.3507,33.4800
343,36.5695,1,16.8102,4.4738,7.2069,4.6331,0.4964,15,1.000,0.00062,4,4/4,19,18.0110,31.8266
344,39.1909,1,15.3523,4.3378,6.1965,4.3034,0.5147,15,1.000,0.00062,4,4/4,19,16.4048,35.5923
345,42.1645,1,15.5895,4.2714,6.3793,4.4418,0.4971,15,1.000,0.00061,4,4/4,19,18.1140,38.0753
346,35.8812,1,16.6901,5.2901,6.5017,4.2984,0.5998,15,0.933,0.00061,4,4/4,19,22.1971,28.1913
347,36.9025,1,17.2249,4.9297,7.1168,4.5628,0.6157,15,1.000,0.00061,4,4/4,19,20.1001,30.9481
348,38.5056,1,17.0907,4.5393,7.5532,4.4121,0.5861,14,0.929,0.00060,4,3/4,20,19.6410,33.1196
349,38.6317,1,16.4036,4.9494,6.7475,4.1167,0.5900,14,0.857,0.00060,4,4/4,20,18.4275,33.9535
350,45.2873,1,16.9578,4.3686,7.5077,4.5152,0.5664,14,0.929,0.00060,4,4/4,20,25.0758,37.7114
351,40.5369,1,17.3373,4.7866,7.3151,4.5723,0.6633,14,0.929,0.00059,4,4/4,20,23.7322,32.8638
352,45.3477,1,16.8372,4.4872,7.2739,4.4745,0.6016,14,1.000,0.00059,4,4/4,20,27.5982,35.9828
353,32.6428,1,15.7294,4.4187,6.2722,4.4303,0.6082,14,1.000,0.00058,4,4/4,20,21.6667,24.4152
354,67.5809,1,16.2884,4.5280,6.6205,4.5663,0.5736,13,0.923,0.00058,4,4/4,20,52.5774,42.4594
355,71.0693,1,15.6813,4.2817,6.3760,4.4472,0.5764,13,0.923,0.00058,4,4/4,20,60.6000,37.1279
356,45.3586,1,17.0674,4.7415,6.9039,4.7514,0.6706,13,1.000,0.00058,4,4/4,20,35.5436,28.1790
357,34.6048,1,16.2673,4.5416,6.4920,4.6144,0.6193,13,0.923,0.00057,4,4/4,20,21.3731,27.2155
358,31.8473,1,16.7361,4.3554,6.8566,4.9758,0.5482,13,1.000,0.00057,4,4/4,20,21.4545,23.5362
359,40.1743,1,16.3777,4.3583,6.7353,4.6970,0.5870,13,1.000,0.00057,4,4/4,20,30.5829,26.0511
360,47.6793,1,16.3976,4.5808,6.4316,4.7952,0.5900,13,1.000,0.00057,4,4/4,20,29.6946,37.3035
361,46.1567,1,15.8019,4.2258,6.2368,4.7820,0.5572,13,1.000,0.00057,4,4/4,20,28.2712,36.4853
362,45.2737,1,16.5198,4.6295,6.5622,4.7244,0.6036,13,1.000,0.00057,4,4/4,20,25.7017,37.2711
363,42.9288,1,16.8393,5.0213,6.4615,4.6916,0.6649,14,1.000,0.00057,4,4/4,20,26.5942,33.6991
364,40.7971,1,15.4329,4.1953,6.1111,4.5449,0.5816,13,0.923,0.00057,4,4/4,20,23.6741,33.2256
365,48.0747,1,15.8850,4.2415,6.2796,4.8315,0.5323,13,1.000,0.00057,4,4/4,20,25.6145,40.6826
366,51.8966,1,16.6371,4.9798,6.2735,4.8217,0.5620,13,1.000,0.00057,4,4/4,20,34.2199,39.0161
367,39.8341,1,15.6915,4.9307,5.5739,4.5976,0.5894,13,0.923,0.00057,4,4/4,20,28.1981,28.1358
368,56.3916,1,15.4216,4.8966,5.5122,4.4353,0.5776,13,0.923,0.00057,4,4/4,20,37.3387,42.2591
369,63.9032,1,16.5903,4.7073,6.7607,4.6084,0.5139,14,1.000,0.00057,4,4/4,20,50.4399,39.2356
370,42.2632,1,16.4752,4.4986,6.7834,4.6949,0.4984,13,1.000,0.00057,4,4/4,21,25.2866,33.8640
371,39.7986,1,16.5954,4.4009,7.0107,4.7062,0.4776,13,1.000,0.00057,4,4/4,21,22.8695,32.5717
372,46.9485,1,17.3176,4.8342,7.2762,4.6120,0.5951,13,1.000,0.00056,4,4/4,21,31.8202,34.5201
373,42.3266,1,16.3232,4.6211,6.5517,4.6194,0.5310,13,1.000,0.00056,4,4/4,21,29.1714,30.6687
374,47.5548,1,16.8556,4.4161,7.3368,4.4312,0.6715,12,1.000,0.00056,4,4/4,21,29.0253,37.6694
375,41.5953,1,16.3640,3.9198,7.2693,4.6440,0.5308,12,1.000,0.00057,4,4/4,21,29.0937,29.7274
376,49.0681,1,16.5953,4.2363,7.1350,4.6803,0.5437,12,1.000,0.00057,4,4/4,21,32.9033,36.4013
377,40.7361,1,16.9086,4.3116,7.3138,4.6459,0.6373,13,1.000,0.00057,4,3/4,22,22.9291,33.6703
378,41.4200,1,17.6820,4.8341,7.5899,4.5019,0.7561,13,0.923,0.00057,4,4/4,22,26.3882,31.9261
379,38.1706,1,16.8214,5.4281,6.3721,4.3691,0.6521,14,0.857,0.00057,4,4/4,22,26.8744,27.1065
380,33.4904,1,16.5802,5.3882,6.4596,4.1371,0.5953,14,0.857,0.00057,4,4/4,22,23.3064,24.0502
381,35.9515,1,17.0452,4.6170,7.2312,4.5874,0.6096,14,0.929,0.00057,4,4/4,22,24.3895,26.4132
382,37.7572,1,16.5673,5.5662,6.2347,3.9721,0.7944,14,0.714,0.00057,4,4/4,22,27.1087,26.2817
383,30.6468,1,16.7053,4.8716,7.0602,4.2619,0.5116,14,0.929,0.00056,4,4/4,22,18.8415,24.1708
384,30.5823,1,16.4652,4.1522,7.2688,4.5379,0.5063,13,1.000,0.00056,4,4/4,22,19.0991,23.8852
385,37.9110,1,16.2322,5.3278,6.0584,4.3100,0.5361,13,0.923,0.00056,4,4/4,22,27.3018,26.3032
386,46.6500,1,15.4852,4.7431,5.5149,4.7157,0.5114,12,1.000,0.00056,4,4/4,22,36.2265,29.3916
387,45.6265,1,14.4323,4.5411,4.9250,4.4855,0.4807,12,1.000,0.00055,4,4/4,22,34.8455,29.4545
388,43.5614,1,13.9565,4.3092,4.6693,4.4968,0.4811,12,1.000,0.00055,4,4/4,22,30.1723,31.4201
389,41.6502,1,15.2865,4.5999,5.6268,4.4442,0.6157,10,1.000,0.00056,4,3/4,23,25.0661,33.2630
390,52.9013,1,18.6583,6.1649,7.7696,4.0394,0.6845,8,1.000,0.00056,4,3/4,24,25.4460,46.3794
391,71.3050,1,19.3737,5.9423,8.4856,4.3162,0.6296,8,0.875,0.00056,4,4/4,24,41.7812,57.7818
392,66.4923,1,17.7991,5.8340,7.2139,4.1648,0.5863,8,0.875,0.00056,4,4/4,24,41.2563,52.1455
393,59.2870,1,17.0597,4.8303,7.5229,4.1232,0.5832,8,0.875,0.00056,4,4/4,24,30.9570,50.5629
394,58.4890,1,15.6688,5.3629,6.0566,3.6988,0.5505,7,0.857,0.00055,4,4/4,24,36.6469,45.5847
395,58.2087,1,17.0159,5.3666,7.0428,4.0239,0.5825,7,0.857,0.00055,4,4/4,24,38.6564,43.5194
396,54.9696,1,15.5516,5.3492,5.7778,3.8648,0.5597,7,0.857,0.00055,4,4/4,24,39.0784,38.6592
397,49.9965,1,15.7132,5.2223,6.0210,3.9193,0.5506,7,0.857,0.00054,4,4/4,24,35.8302,34.8689
398,54.6539,1,14.6510,4.8962,5.4717,3.6533,0.6298,7,0.857,0.00054,4,4/4,24,32.3422,44.0571
399,46.7812,1,15.3243,4.5333,6.1686,4.0752,0.5473,7,0.857,0.00053,4,4/4,24,28.0704,37.4237
400,55.4751,1,15.8284,4.2754,6.8631,4.1742,0.5156,7,1.000,0.00053,4,4/4,24,27.7180,48.0542
401,45.7842,1,16.5799,4.1306,7.6811,4.2802,0.4880,7,1.000,0.00052,4,4/4,24,22.5798,39.8290
402,48.1545,1,16.1660,4.1030,7.6819,3.8635,0.5176,7,1.000,0.00053,4,4/4,24,21.7172,42.9793
403,51.5999,1,17.0506,4.5309,7.5940,4.4024,0.5232,7,1.000,0.00053,4,4/4,24,27.1089,43.9051
404,58.2343,1,17.3025,4.8108,7.7095,4.2763,0.5058,7,1.000,0.00053,4,4/4,24,35.4729,46.1834
405,46.7480,1,17.5073,4.0973,8.0615,4.8702,0.4783,7,1.000,0.00054,4,4/4,24,23.0865,40.6496
406,54.9750,1,17.1866,4.1758,7.6108,4.9157,0.4842,7,1.000,0.00054,4,4/4,24,29.6597,46.2877
407,57.5416,1,16.4993,4.4755,7.1609,4.2415,0.6213,7,1.000,0.00055,4,4/4,24,24.9333,51.8591
408,94.5276,1,18.0555,4.1254,8.7150,4.7050,0.5101,7,1.000,0.00056,4,4/4,24,32.1944,88.8763
409,66.2014,1,17.3181,4.4241,8.0913,4.3163,0.4866,6,1.000,0.00057,4,4/4,24,29.4767,59.2769
410,58.5557,1,16.5087,4.1319,7.9182,4.0048,0.4538,6,1.000,0.00058,4,4/4,24,27.7994,51.5360
411,61.8330,1,17.6827,4.1890,8.9160,4.1372,0.4405,6,1.000,0.00058,4,4/4,24,25.0577,56.5281
412,51.3780,1,17.0213,4.5256,8.1724,3.8912,0.4320,6,0.833,0.00059,4,4/4,24,22.3967,46.2394
413,46.8276,1,14.7178,5.5174,5.4246,3.3231,0.4527,7,0.857,0.00059,4,4/4,24,30.0344,35.9271
414,53.6049,1,15.2635,5.8524,5.7373,3.2149,0.4588,7,0.857,0.00059,4,4/4,24,38.1615,37.6455
415,58.8266,1,16.6045,5.6216,6.5105,4.0293,0.4431,8,0.875,0.00059,4,4/4,24,42.6525,40.5134
416,78.2755,1,17.5989,5.9990,6.8848,4.2589,0.4562,8,0.875,0.00059,4,4/4,24,66.1139,41.9048
417,50.7247,1,19.9470,5.9309,8.6299,4.8341,0.5521,7,1.000,0.00059,4,4/4,24,33.4698,38.1151
418,58.7846,1,18.7741,5.7301,8.0685,4.4580,0.5175,7,1.000,0.00060,4,4/4,24,33.3291,48.4231
419,72.9123,1,19.6704,6.5441,8.3129,4.2698,0.5437,7,1.000,0.00060,4,4/4,24,60.7277,40.3529
420,57.6276,1,20.5587,5.8296,9.0761,5.1893,0.4638,8,0.875,0.00061,4,4/4,24,34.0842,46.4673
421,65.6419,1,23.2954,5.9359,10.3818,6.5065,0.4712,9,1.000,0.00062,4,4/4,24,45.2961,47.5092
422,60.1875,1,19.6669,6.2548,8.3080,4.6177,0.4864,9,0.667,0.00063,4,4/4,24,43.2082,41.8997
423,63.6139,1,18.9724,4.5491,8.3949,5.5501,0.4783,9,1.000,0.00063,4,4/4,24,45.7747,44.1747
424,53.9535,1,16.5513,5.9066,6.4762,3.6661,0.5025,9,0.778,0.00063,4,4/4,24,38.9996,37.2829
425,58.9215,1,16.1551,5.1215,6.4480,4.1215,0.4641,9,1.000,0.00063,4,4/4,24,38.9947,44.1718
426,56.7433,1,16.5993,5.3289,6.3034,4.4873,0.4797,9,1.000,0.00063,4,4/4,24,37.4078,42.6668
427,36.3016,1,15.3131,5.3298,5.3100,4.2089,0.4644,10,0.900,0.00064,4,4/4,24,23.1479,27.9639
428,41.7133,1,15.5226,5.2788,5.7393,4.0398,0.4646,10,0.900,0.00066,4,4/4,24,22.5886,35.0679
429,44.9631,1,14.7518,5.3543,5.2429,3.7154,0.4392,10,0.800,0.00067,4,4/4,24,27.1091,35.8716
430,52.0210,1,15.1244,5.2456,5.4076,4.0105,0.4606,10,0.900,0.00067,4,4/4,24,29.8678,42.5922
431,33.4180,1,14.9269,4.7750,5.4881,4.1663,0.4974,10,0.900,0.00067,4,4/4,24,19.3992,27.2110
432,35.7068,1,14.3779,4.6171,5.3177,3.9893,0.4538,10,0.900,0.00067,4,4/4,24,18.0669,30.7987
433,43.0335,1,15.9100,4.9015,6.1445,4.4175,0.4465,10,1.000,0.00067,4,4/4,24,22.2614,36.8282
434,61.0914,1,14.9215,4.8310,5.4084,4.2035,0.4787,9,1.000,0.00067,4,4/4,24,32.3769,51.8063
435,55.2696,1,15.9194,5.8105,5.4202,4.2084,0.4804,10,1.000,0.00067,4,4/4,24,44.1354,33.2686
436,39.4371,1,16.1129,5.1559,5.6904,4.7967,0.4699,10,1.000,0.00067,4,4/4,24,23.4874,31.6801
437,43.6322,1,15.9854,4.7351,5.7590,4.9792,0.5121,10,1.000,0.00066,4,4/4,24,31.8795,29.7903
438,50.1200,1,15.1603,4.3764,5.5616,4.7830,0.4393,10,1.000,0.00066,4,4/4,24,35.0718,35.8048
439,47.8349,1,15.1238,4.4532,5.5912,4.6104,0.4689,10,1.000,0.00065,4,4/4,24,35.2053,32.3846
